id,name,japanese_name,classfication,generation,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,abilities,height_m,weight_kg,base_egg_steps,base_happiness,base_total,capture_rate,experience_growth,percentage_male,is_legendary,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,image_url,pokedex_number
0689,Barbaracle,Gamenodesã‚¬ãƒ¡ãƒŽãƒ‡ã‚¹,Collective PokÃ©mon,6,rock,water,72,105,115,54,86,68,"['Tough Claws', 'Sniper', 'Pickpocket']",1.3,96,5120,70,500,45,1000000,50,0,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/689.png,689
0690,Skrelp,Kuzumoã‚¯ã‚ºãƒ¢ãƒ¼,Mock Kelp PokÃ©mon,6,poison,water,50,60,60,60,60,30,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,7.3,5120,70,320,225,1000000,50,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/690.png,690
0691,Dragalge,Dramidoroãƒ‰ãƒ©ãƒŸãƒ‰ãƒ­,Mock Kelp PokÃ©mon,6,poison,dragon,65,75,90,97,123,44,"['Poison Point', 'Poison Touch', 'Adaptability']",1.8,81.5,5120,70,494,55,1000000,50,0,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/691.png,691
0692,Clauncher,Udeppouã‚¦ãƒ‡ãƒƒãƒã‚¦,Water Gun PokÃ©mon,6,water,,50,53,62,58,63,44,['Mega Launcher'],0.5,8.3,3840,70,330,225,1250000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/692.png,692
0693,Clawitzer,Blosterãƒ–ãƒ­ã‚¹ã‚¿ãƒ¼,Howitzer PokÃ©mon,6,water,,71,73,88,120,89,59,['Mega Launcher'],1.3,35.3,3840,70,500,55,1250000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/693.png,693
0694,Helioptile,Erikiteruã‚¨ãƒªã‚­ãƒ†ãƒ«,Generator PokÃ©mon,6,electric,normal,44,38,33,61,43,70,"['Dry Skin', 'Sand Veil', 'Solar Power']",0.5,6,5120,70,289,190,1000000,50,0,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/694.png,694
0695,Heliolisk,Elezardã‚¨ãƒ¬ã‚¶ãƒ¼ãƒ‰,Generator PokÃ©mon,6,electric,normal,62,55,52,109,94,109,"['Dry Skin', 'Sand Veil', 'Solar Power']",1,21,5120,70,481,75,1000000,50,0,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/695.png,695
0696,Tyrunt,Chigorasãƒã‚´ãƒ©ã‚¹,Royal Heir PokÃ©mon,6,rock,dragon,58,89,77,45,45,48,"['Strong Jaw', 'Sturdy']",0.8,26,7680,70,362,45,1000000,88.1,0,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/696.png,696
0697,Tyrantrum,Gachigorasã‚¬ãƒã‚´ãƒ©ã‚¹,Despot PokÃ©mon,6,rock,dragon,82,121,119,69,59,71,"['Strong Jaw', 'Rock Head']",2.5,270,7680,70,521,45,1000000,88.1,0,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/697.png,697
0698,Amaura,Amarusã‚¢ãƒžãƒ«ã‚¹,Tundra PokÃ©mon,6,rock,ice,77,59,50,67,63,46,"['Refrigerate', 'Snow Warning']",1.3,25.2,7680,70,362,45,1000000,88.1,0,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/698.png,698
0699,Aurorus,Amarurugaã‚¢ãƒžãƒ«ãƒ«ã‚¬,Tundra PokÃ©mon,6,rock,ice,123,77,72,99,92,58,"['Refrigerate', 'Snow Warning']",2.7,225,7680,70,521,45,1000000,88.1,0,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/699.png,699
0700,Sylveon,Nymphiaãƒ‹ãƒ³ãƒ•ã‚£ã‚¢,Intertwining PokÃ©mon,6,fairy,,95,65,65,110,130,60,"['Cute Charm', 'Pixilate']",1,23.5,8960,70,525,45,1000000,88.1,0,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/700.png,700
0701,Hawlucha,Luchabullãƒ«ãƒãƒ£ãƒ–ãƒ«,Wrestling PokÃ©mon,6,fighting,flying,78,92,75,74,63,118,"['Limber', 'Unburden', 'Mold Breaker']",0.8,21.5,5120,70,500,100,1000000,50,0,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/701.png,701
0702,Dedenne,Dedenneãƒ‡ãƒ‡ãƒ³ãƒ,Antenna PokÃ©mon,6,electric,fairy,67,58,57,81,67,101,"['Cheek Pouch', 'Pickup', 'Plus']",0.2,2.2,5120,70,431,180,1000000,50,0,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/702.png,702
0703,Carbink,Melecieãƒ¡ãƒ¬ã‚·ãƒ¼,Jewel PokÃ©mon,6,rock,fairy,50,50,150,50,150,50,"['Clear Body', 'Sturdy']",0.3,5.7,6400,70,500,60,1250000,,0,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/703.png,703
0704,Goomy,NumeraãƒŒãƒ¡ãƒ©,Soft Tissue PokÃ©mon,6,dragon,,45,50,35,55,75,40,"['Sap Sipper', 'Hydration', 'Gooey']",0.3,2.8,10240,35,300,45,1250000,50,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/704.png,704
0705,Sliggoo,NumeilãƒŒãƒ¡ã‚¤ãƒ«,Soft Tissue PokÃ©mon,6,dragon,,68,75,53,83,113,60,"['Sap Sipper', 'Hydration', 'Gooey']",0.8,17.5,10240,35,452,45,1250000,50,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/705.png,705
0706,Goodra,NumelgonãƒŒãƒ¡ãƒ«ã‚´ãƒ³,Dragon PokÃ©mon,6,dragon,,90,100,70,110,150,80,"['Sap Sipper', 'Hydration', 'Gooey']",2,150.5,10240,35,600,45,1250000,50,0,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/706.png,706
0707,Klefki,Cleffyã‚¯ãƒ¬ãƒƒãƒ•ã‚£,Key Ring PokÃ©mon,6,steel,fairy,57,80,91,80,87,75,"['Prankster', 'Magician']",0.2,3,5120,70,470,75,800000,50,0,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/707.png,707
0708,Phantump,Bokureiãƒœã‚¯ãƒ¬ãƒ¼,Stump PokÃ©mon,6,ghost,grass,43,70,48,50,60,38,"['Natural Cure', 'Frisk', 'Harvest']",0.4,7,5120,70,309,120,1000000,50,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/708.png,708
0709,Trevenant,Ohrotã‚ªãƒ¼ãƒ­ãƒƒãƒˆ,Elder Tree PokÃ©mon,6,ghost,grass,85,110,76,65,82,56,"['Natural Cure', 'Frisk', 'Harvest']",1.5,71,5120,70,474,60,1000000,50,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/709.png,709
0710,Pumpkaboo,Bakecchaãƒã‚±ãƒƒãƒãƒ£,Pumpkin PokÃ©mon,6,ghost,grass,59,66,70,44,55,41,"['Pickup', 'Frisk', 'Insomnia']",0.8,15,5120,70,335,120,1000000,50,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/710.png,710
0711,Gourgeist,Pumpjinãƒ‘ãƒ³ãƒ—ã‚¸ãƒ³,Pumpkin PokÃ©mon,6,ghost,grass,85,100,122,58,75,54,"['Pickup', 'Frisk', 'Insomnia']",1.7,39,5120,70,494,60,1000000,50,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/711.png,711
0712,Bergmite,Kachikohruã‚«ãƒã‚³ãƒ¼ãƒ«,Ice Chunk PokÃ©mon,6,ice,,55,69,85,32,35,28,"['Own Tempo', 'Ice Body', 'Sturdy']",1,99.5,5120,70,304,190,1000000,50,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/712.png,712
0713,Avalugg,Crebaseã‚¯ãƒ¬ãƒ™ãƒ¼ã‚¹,Iceberg PokÃ©mon,6,ice,,95,117,184,44,46,28,"['Own Tempo', 'Ice Body', 'Sturdy']",2,505,5120,70,514,55,1000000,50,0,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/713.png,713
0714,Noibat,Onbatã‚ªãƒ³ãƒãƒƒãƒˆ,Sound Wave PokÃ©mon,6,flying,dragon,40,30,35,45,40,55,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,8,5120,70,245,190,1000000,50,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/714.png,714
0715,Noivern,Onvernã‚ªãƒ³ãƒãƒ¼ãƒ³,Sound Wave PokÃ©mon,6,flying,dragon,85,70,80,97,80,123,"['Frisk', 'Infiltrator', 'Telepathy']",1.5,85,5120,70,535,45,1000000,50,0,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/715.png,715
0716,Xerneas,Xerneasã‚¼ãƒ«ãƒã‚¢ã‚¹,Life PokÃ©mon,6,fairy,,126,131,95,131,98,99,['Fairy Aura'],3,215,30720,0,680,45,1250000,,1,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/716.png,716
0717,Yveltal,Yveltalã‚¤ãƒ™ãƒ«ã‚¿ãƒ«,Destruction PokÃ©mon,6,dark,flying,126,131,95,131,98,99,['Dark Aura'],5.8,203,30720,0,680,45,1250000,,1,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/717.png,717
0718,Zygarde,Zygarde (10% Forme)ã‚¸ã‚¬ãƒ«ãƒ‡,Order PokÃ©mon,6,dragon,ground,216,100,121,91,95,85,"['Aura Break', 'Power Construct']",5,284.6,30720,0,708,3,1250000,,1,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/718.png,718
0719,Diancie,Diancieãƒ‡ã‚£ã‚¢ãƒ³ã‚·ãƒ¼,Jewel PokÃ©mon,6,rock,fairy,50,160,110,160,110,110,['Clear Body'],0.7,8.8,6400,70,700,3,1250000,,1,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/719.png,719
0720,Hoopa,Hoopa (imashimerareshi Hoopa)ãƒ•ãƒ¼ãƒ‘,Mischief PokÃ©mon (Confined)Djinn PokÃ©monn (Unbound),6,psychic,ghost,80,160,60,170,130,80,['Magician'],,,30720,100,680,3,1250000,,1,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/720.png,720
0721,Volcanion,Volcanionãƒœãƒ«ã‚±ãƒ‹ã‚ªãƒ³,Steam PokÃ©mon,6,fire,water,80,110,120,130,90,70,['Water Absorb'],1.7,195,30720,100,600,3,1250000,,1,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/721.png,721
0722,Rowlet,Mokurohãƒ¢ã‚¯ãƒ­ãƒ¼,Grass Quill PokÃ©mon,7,grass,flying,68,55,55,50,50,42,"['Overgrow', 'Long Reach']",0.3,1.5,3840,70,320,45,1059860,88.1,0,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/722.png,722
0723,Dartrix,Fukuthrowãƒ•ã‚¯ã‚¹ãƒ­ãƒ¼,Blade Quill PokÃ©mon,7,grass,flying,78,75,75,70,70,52,"['Overgrow', 'Long Reach']",0.7,16,3840,70,420,45,1059860,88.1,0,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/723.png,723
0724,Decidueye,Junaiperã‚¸ãƒ¥ãƒŠã‚¤ãƒ‘ãƒ¼,Arrow Quill PokÃ©mon,7,grass,ghost,78,107,75,100,100,70,"['Overgrow', 'Long Reach']",1.6,36.6,3840,70,530,45,1059860,88.1,0,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/724.png,724
0725,Litten,Nyabbyãƒ‹ãƒ£ãƒ“ãƒ¼,Fire Cat PokÃ©mon,7,fire,,45,65,40,60,40,70,"['Blaze', 'Intimidate']",0.4,4.3,3840,70,320,45,1059860,88.1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/725.png,725
0726,Torracat,Nyaheatãƒ‹ãƒ£ãƒ’ãƒ¼ãƒˆ,Fire Cat PokÃ©mon,7,fire,,65,85,50,80,50,90,"['Blaze', 'Intimidate']",0.7,25,3840,70,420,45,1059860,88.1,0,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/726.png,726
0727,Incineroar,Gaogaenã‚¬ã‚ªã‚¬ã‚¨ãƒ³,Heel PokÃ©mon,7,fire,dark,95,115,90,80,90,60,"['Blaze', 'Intimidate']",1.8,83,3840,70,530,45,1059860,88.1,0,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/727.png,727
0728,Popplio,Ashimariã‚¢ã‚·ãƒžãƒª,Sea Lion PokÃ©mon,7,water,,50,54,54,66,56,40,"['Torrent', 'Liquid Voice']",0.4,7.5,3840,70,320,45,1059860,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/728.png,728
0729,Brionne,Osyamariã‚ªã‚·ãƒ£ãƒžãƒª,Pop Star PokÃ©mon,7,water,,60,69,69,91,81,50,"['Torrent', 'Liquid Voice']",0.6,17.5,3840,70,420,45,1059860,88.1,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/729.png,729
0730,Primarina,Ashireneã‚¢ã‚·ãƒ¬ãƒ¼ãƒŒ,Soloist PokÃ©mon,7,water,fairy,80,74,74,126,116,60,"['Torrent', 'Liquid Voice']",1.8,44,3840,70,530,45,1059860,88.1,0,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/730.png,730
0731,Pikipek,Tsutsukeraãƒ„ãƒ„ã‚±ãƒ©,Woodpecker PokÃ©mon,7,normal,flying,35,75,30,30,30,65,"['Keen Eye', 'Skill Link', 'Pickup']",0.3,1.2,3840,70,265,255,1000000,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/731.png,731
0732,Trumbeak,Kerarappaã‚±ãƒ©ãƒ©ãƒƒãƒ‘,Bugle Beak PokÃ©mon,7,normal,flying,55,85,50,40,50,75,"['Keen Eye', 'Skill Link', 'Pickup']",0.6,14.8,3840,70,355,120,1000000,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/732.png,732
0733,Toucannon,Dodekabashiãƒ‰ãƒ‡ã‚«ãƒã‚·,Cannon PokÃ©mon,7,normal,flying,80,120,75,75,75,60,"['Keen Eye', 'Skill Link', 'Sheer Force']",1.1,26,3840,70,485,45,1000000,50,0,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/733.png,733
0734,Yungoos,Youngooseãƒ¤ãƒ³ã‚°ãƒ¼ã‚¹,Loitering PokÃ©mon,7,normal,,48,70,30,30,30,45,"['Stakeout', 'Strong Jaw', 'Adaptability']",0.4,6,3840,70,253,255,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/734.png,734
0735,Gumshoos,Dekagooseãƒ‡ã‚«ã‚°ãƒ¼ã‚¹,Stakeout PokÃ©mon,7,normal,,88,110,60,55,60,45,"['Stakeout', 'Strong Jaw', 'Adaptability']",0.7,14.2,3840,70,418,127,1000000,50,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/735.png,735
0736,Grubbin,Agojimushiã‚¢ã‚´ã‚¸ãƒ ã‚·,Larva PokÃ©mon,7,bug,,47,62,45,55,45,46,['Swarm'],0.4,4.4,3840,70,300,255,1000000,50,0,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/736.png,736
0737,Charjabug,Dendimushiãƒ‡ãƒ³ãƒ‚ãƒ ã‚·,Battery PokÃ©mon,7,bug,electric,57,82,95,55,75,36,['Battery'],0.5,10.5,3840,70,400,120,1000000,50,0,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/737.png,737
0738,Vikavolt,Kuwagannonã‚¯ãƒ¯ã‚¬ãƒŽãƒ³,Stag Beetle PokÃ©mon,7,bug,electric,77,70,90,145,75,43,['Levitate'],1.5,45,3840,70,500,45,1000000,50,0,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/738.png,738
0739,Crabrawler,Makenkaniãƒžã‚±ãƒ³ã‚«ãƒ‹,Boxing PokÃ©mon,7,fighting,,47,82,57,42,47,63,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.6,7,5120,70,338,225,1000000,50,0,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/739.png,739
0740,Crabominable,Kekenkaniã‚±ã‚±ãƒ³ã‚«ãƒ‹,Woolly Crab PokÃ©mon,7,fighting,ice,97,132,77,62,67,43,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",1.7,180,5120,70,478,60,1000000,50,0,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/740.png,740
0741,Oricorio,Odoridori (pachipachi Style)ã‚ªãƒ‰ãƒªãƒ‰ãƒª,Dancing PokÃ©mon,7,fire,flying,75,70,70,98,70,93,['Dancer'],0.6,3.4,5120,70,476,45,1000000,24.6,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/741.png,741
0742,Cutiefly,Abulyã‚¢ãƒ–ãƒªãƒ¼,Bee Fly PokÃ©mon,7,bug,fairy,40,45,40,55,40,84,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.1,0.2,5120,70,304,190,1000000,50,0,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/742.png,742
0743,Ribombee,Aburibbonã‚¢ãƒ–ãƒªãƒœãƒ³,Bee Fly PokÃ©mon,7,bug,fairy,60,55,60,95,70,124,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.2,0.5,5120,70,464,75,1000000,50,0,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/743.png,743
0744,Rockruff,Iwankoã‚¤ãƒ¯ãƒ³ã‚³,Puppy PokÃ©mon,7,rock,,45,65,40,30,40,60,"['Keen Eye', 'Vital Spirit', 'Steadfast']",0.5,9.2,3840,70,280,190,1000000,50,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/744.png,744
0745,Lycanroc,Lugarugan (mahiru No Sugata)ãƒ«ã‚¬ãƒ«ã‚¬ãƒ³,Wolf PokÃ©mon,7,rock,,85,115,75,55,75,82,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",,,3840,70,487,90,1000000,50,0,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/745.png,745
0746,Wishiwashi,Yowashi (tandoku No Sugata)ãƒ¨ãƒ¯ã‚·,Small Fry PokÃ©mon,7,water,,45,140,130,140,135,30,['Schooling'],0.2,0.3,3840,70,620,60,800000,50,0,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/746.png,746
0747,Mareanie,Hidoideãƒ’ãƒ‰ã‚¤ãƒ‡,Brutal Star PokÃ©mon,7,poison,water,50,53,62,43,52,45,"['Merciless', 'Limber', 'Regenerator']",0.4,8,5120,70,305,190,1000000,50,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/747.png,747
0748,Toxapex,Dohidoideãƒ‰ãƒ’ãƒ‰ã‚¤ãƒ‡,Brutal Star PokÃ©mon,7,poison,water,50,63,152,53,142,35,"['Merciless', 'Limber', 'Regenerator']",0.7,14.5,5120,70,495,75,1000000,50,0,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/748.png,748
0749,Mudbray,Dorobankoãƒ‰ãƒ­ãƒãƒ³ã‚³,Donkey PokÃ©mon,7,ground,,70,100,70,45,55,45,"['Own Tempo', 'Stamina', 'Inner Focus']",1,110,5120,70,385,190,1000000,50,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/749.png,749
0750,Mudsdale,Banbadoroãƒãƒ³ãƒãƒ‰ãƒ­,Draft Horse PokÃ©mon,7,ground,,100,125,100,55,85,35,"['Own Tempo', 'Stamina', 'Inner Focus']",2.5,920,5120,70,500,60,1000000,50,0,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/750.png,750
0751,Dewpider,Shizukumoã‚·ã‚ºã‚¯ãƒ¢,Water Bubble PokÃ©mon,7,water,bug,38,40,52,40,72,27,"['Water Bubble', 'Water Absorb']",0.3,4,3840,70,269,200,1000000,50,0,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/751.png,751
0752,Araquanid,Onishizukumoã‚ªãƒ‹ã‚·ã‚ºã‚¯ãƒ¢,Water Bubble PokÃ©mon,7,water,bug,68,70,92,50,132,42,"['Water Bubble', 'Water Absorb']",1.8,82,3840,70,454,100,1000000,50,0,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/752.png,752
0753,Fomantis,Karikiriã‚«ãƒªã‚­ãƒª,Sickle Grass PokÃ©mon,7,grass,,40,55,35,50,35,35,"['Leaf Guard', 'Contrary']",0.3,1.5,5120,70,250,190,1000000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/753.png,753
0754,Lurantis,Lalantesãƒ©ãƒ©ãƒ³ãƒ†ã‚¹,Bloom Sickle PokÃ©mon,7,grass,,70,105,90,80,90,45,"['Leaf Guard', 'Contrary']",0.9,18.5,5120,70,480,75,1000000,50,0,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/754.png,754
0755,Morelull,Nemasyuãƒãƒžã‚·ãƒ¥,Illuminating PokÃ©mon,7,grass,fairy,40,35,55,65,75,15,"['Illuminate', 'Effect Spore', 'Rain Dish']",0.2,1.5,5120,70,285,190,1000000,50,0,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/755.png,755
0756,Shiinotic,Mashadeãƒžã‚·ã‚§ãƒ¼ãƒ‰,Illuminating PokÃ©mon,7,grass,fairy,60,45,80,90,100,30,"['Illuminate', 'Effect Spore', 'Rain Dish']",1,11.5,5120,70,405,75,1000000,50,0,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,https://assets.pokemon.com/assets/cms2/img/pokedex/full/756.png,756
0757,Salandit,Yatoumoriãƒ¤ãƒˆã‚¦ãƒ¢ãƒª,Toxic Lizard PokÃ©mon,7,poison,fire,48,44,40,71,40,77,"['Corrosion', 'Oblivious']",0.6,4.8,5120,70,320,120,1000000,88.1,0,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,https://assets.pokemon.com/assets/cms2/img/pokedex/full/757.png,757
